ticker,period_end,freq,filed_date,has_derived_flows,revenue_usd,cost_of_revenue_usd,gross_profit_usd,rd_expense_usd,capex_usd,eps_basic,eps_diluted,net_income_usd,operating_cf_usd,investing_cf_usd,financing_cf_usd,net_change_in_cash_usd,inventory_usd,lt_debt_noncurrent_usd,lt_debt_current_usd,stockholders_equity_usd,gross_margin,total_debt_usd,debt_to_equity
NVDA,2015-01-25,quarterly,2015-03-12,False,1250514000.0,550911000.0,699603000.0,,,0.008749999999999999,0.008749999999999999,193128000.0,,,,,482893000.0,1384342000.0,,4417982000.0,0.5594523531923673,1384342000.0,0.31334260755249793
NVDA,2015-04-26,quarterly,2015-05-20,False,1151000000.0,498000000.0,653000000.0,339000000.0,30000000.0,0.006,0.006,134000000.0,246000000.0,-235000000.0,-44000000.0,-33000000.0,438000000.0,1391000000.0,,4556000000.0,0.5673327541268463,1391000000.0,0.3053116769095698
NVDA,2015-07-26,quarterly,2015-08-19,True,1153000000.0,519000000.0,634000000.0,320000000.0,24000000.0,0.00125,0.00125,26000000.0,163000000.0,247000000.0,-439000000.0,-29000000.0,441000000.0,1399000000.0,,4185000000.0,0.5498699045967043,1399000000.0,0.3342891278375149
NVDA,2015-10-25,quarterly,2015-11-18,True,1305000000.0,571000000.0,734000000.0,329000000.0,17000000.0,0.01125,0.011,246000000.0,255000000.0,-199000000.0,-20000000.0,36000000.0,425000000.0,1406000000.0,,4465000000.0,0.5624521072796935,1406000000.0,0.3148936170212766
NVDA,2016-01-31,quarterly,2016-03-17,True,1401000000.0,610000000.0,791000000.0,344000000.0,,0.0095,0.008749999999999999,207000000.0,511000000.0,-213000000.0,-173000000.0,125000000.0,418000000.0,1413000000.0,,4469000000.0,0.5645967166309779,1413000000.0,0.3161781159095995
NVDA,2016-05-01,quarterly,2016-05-25,False,1305000000.0,554000000.0,751000000.0,346000000.0,55000000.0,0.009,0.00825,196000000.0,309000000.0,176000000.0,-534000000.0,-49000000.0,394000000.0,,,4196000000.0,0.5754789272030651,0.0,0.0
NVDA,2016-07-31,quarterly,2016-11-22,True,1428000000.0,602000000.0,826000000.0,350000000.0,32000000.0,0.01175,0.01,253000000.0,201000000.0,-269000000.0,-52000000.0,-121000000.0,521000000.0,,,4480000000.0,0.5784313725490197,0.0,0.0
NVDA,2016-10-30,quarterly,2016-11-22,True,2004000000.0,821000000.0,1183000000.0,373000000.0,38000000.0,0.02525,0.020749999999999998,542000000.0,458000000.0,-327000000.0,1383000000.0,1514000000.0,679000000.0,1982000000.0,,5324000000.0,0.5903193612774451,1982000000.0,0.3722764838467318
NVDA,2017-01-29,quarterly,2017-03-01,True,2173000000.0,870000000.0,1303000000.0,394000000.0,,0.0295,0.02475,655000000.0,721000000.0,-373000000.0,-522000000.0,-174000000.0,794000000.0,1983000000.0,,5762000000.0,0.5996318453750575,1983000000.0,0.3441513363415481
NVDA,2017-04-30,quarterly,2017-05-23,False,1937000000.0,787000000.0,1150000000.0,411000000.0,54000000.0,0.0215,0.01975,507000000.0,282000000.0,754000000.0,-813000000.0,223000000.0,821000000.0,1984000000.0,,6132000000.0,0.5937016004130098,1984000000.0,0.32354859752120024
NVDA,2017-07-30,quarterly,2017-08-23,True,2230000000.0,928000000.0,1302000000.0,416000000.0,54000000.0,0.0245,0.023,583000000.0,705000000.0,262000000.0,-968000000.0,-1000000.0,855000000.0,1984000000.0,,5973000000.0,0.5838565022421525,1984000000.0,0.3321613929348736
NVDA,2017-10-29,quarterly,2017-11-21,True,2636000000.0,1067000000.0,1569000000.0,462000000.0,69000000.0,0.034749999999999996,0.03325,838000000.0,1157000000.0,286000000.0,-629000000.0,814000000.0,857000000.0,1985000000.0,,6352000000.0,0.5952200303490136,1985000000.0,0.3125
NVDA,2018-01-28,quarterly,2018-02-28,True,2911000000.0,1110000000.0,1801000000.0,507000000.0,,0.046,0.0445,1118000000.0,1358000000.0,-24000000.0,-134000000.0,1200000000.0,796000000.0,1985000000.0,,7471000000.0,0.6186877361731363,1985000000.0,0.26569401686521216
NVDA,2018-04-29,quarterly,2018-05-22,False,3207000000.0,1139000000.0,2068000000.0,542000000.0,118000000.0,0.05125,0.0495,1244000000.0,1445000000.0,-3551000000.0,-1131000000.0,-3237000000.0,797000000.0,1986000000.0,,7717000000.0,0.6448394137823511,1986000000.0,0.25735389400025915
NVDA,2018-07-29,quarterly,2018-08-16,True,3123000000.0,1148000000.0,1975000000.0,581000000.0,129000000.0,0.04525,0.044,1101000000.0,913000000.0,-805000000.0,-155000000.0,-47000000.0,1090000000.0,1987000000.0,,8795000000.0,0.6324047390329811,1987000000.0,0.225923820352473
NVDA,2018-10-28,quarterly,2018-11-15,True,3181000000.0,1260000000.0,1921000000.0,605000000.0,150000000.0,0.0505,0.04925,1230000000.0,487000000.0,219000000.0,-703000000.0,3000000.0,1417000000.0,1987000000.0,,9475000000.0,0.6038981452373468,1987000000.0,0.20970976253298154
NVDA,2019-01-27,quarterly,2019-02-21,True,2205000000.0,998000000.0,1207000000.0,647000000.0,,0.02325,0.023,567000000.0,898000000.0,40000000.0,-877000000.0,61000000.0,1575000000.0,1988000000.0,,9342000000.0,0.5473922902494331,1988000000.0,0.21280239777349605
NVDA,2019-04-28,quarterly,2019-05-16,False,2220000000.0,924000000.0,1296000000.0,674000000.0,128000000.0,0.01625,0.016,394000000.0,720000000.0,1495000000.0,-225000000.0,1990000000.0,1426000000.0,1988000000.0,,9704000000.0,0.5837837837837838,1988000000.0,0.20486397361912614
NVDA,2019-07-28,quarterly,2019-08-15,True,2579000000.0,1038000000.0,1541000000.0,704000000.0,113000000.0,0.02275,0.0225,552000000.0,936000000.0,3545000000.0,-148000000.0,4333000000.0,1204000000.0,1989000000.0,,10336000000.0,0.5975184179914695,1989000000.0,0.1924342105263158
NVDA,2019-10-27,quarterly,2019-11-14,True,3014000000.0,1098000000.0,1916000000.0,712000000.0,103000000.0,0.03675,0.03625,899000000.0,1640000000.0,1256000000.0,-236000000.0,2660000000.0,1047000000.0,1990000000.0,,11214000000.0,0.6357000663570007,1990000000.0,0.17745675049045836
NVDA,2020-01-26,quarterly,2020-11-18,True,3105000000.0,1090000000.0,2015000000.0,738000000.0,,0.03875,0.03825,950000000.0,1465000000.0,-151000000.0,-183000000.0,1131000000.0,979000000.0,1991000000.0,0.0,12204000000.0,0.6489533011272142,1991000000.0,0.16314323172730252
NVDA,2020-04-26,quarterly,2020-05-21,False,3080000000.0,1076000000.0,2004000000.0,735000000.0,155000000.0,0.03725,0.03675,917000000.0,909000000.0,-1055000000.0,4744000000.0,4598000000.0,1128000000.0,6959000000.0,,13099000000.0,0.6506493506493507,6959000000.0,0.5312619283914802
NVDA,2020-07-26,quarterly,2020-08-19,True,3866000000.0,1591000000.0,2275000000.0,997000000.0,217000000.0,0.02525,0.02475,622000000.0,1567000000.0,-13490000000.0,-297000000.0,-12220000000.0,1401000000.0,6960000000.0,,13914000000.0,0.5884635281945163,6960000000.0,0.5002156101768004
NVDA,2020-10-25,quarterly,2020-11-18,True,4726000000.0,1766000000.0,2960000000.0,1047000000.0,473000000.0,0.054000000000000006,0.053000000000000005,1336000000.0,1279000000.0,-2001000000.0,-301000000.0,-1023000000.0,1495000000.0,5963000000.0,998000000.0,15334000000.0,0.6263224714346171,6961000000.0,0.4539585235424547
NVDA,2021-01-31,quarterly,2021-02-26,True,5003000000.0,1847000000.0,3156000000.0,1146000000.0,,0.05875,0.057750000000000024,1457000000.0,2067000000.0,-3129000000.0,-342000000.0,-1404000000.0,1826000000.0,5964000000.0,999000000.0,16893000000.0,0.6308215070957426,6963000000.0,0.41218256082400995
NVDA,2021-05-02,quarterly,2021-05-26,False,5661000000.0,2032000000.0,3629000000.0,1153000000.0,298000000.0,0.077,0.07575,1912000000.0,1874000000.0,-1272000000.0,-471000000.0,131000000.0,1992000000.0,5964000000.0,999000000.0,18774000000.0,0.6410528175234057,6963000000.0,0.3708852668584212
NVDA,2021-08-01,quarterly,2021-08-20,True,6507000000.0,2292000000.0,4215000000.0,1245000000.0,183000000.0,0.095,0.094,2374000000.0,2682000000.0,-2533000000.0,4501000000.0,4650000000.0,2114000000.0,10943000000.0,1000000000.0,21147000000.0,0.6477639465191333,11943000000.0,0.5647609590012768
NVDA,2021-10-31,quarterly,2021-11-22,True,7103000000.0,2472000000.0,4631000000.0,1403000000.0,222000000.0,0.099,0.097,2464000000.0,1519000000.0,-4439000000.0,-1420000000.0,-4340000000.0,2233000000.0,10944000000.0,0.0,23798000000.0,0.6519780374489652,10944000000.0,0.459870577359442
NVDA,2022-01-30,quarterly,2024-02-21,True,7643000000.0,2644000000.0,4999000000.0,1466000000.0,273000000.0,0.12,0.118,3003000000.0,3033000000.0,-1586000000.0,-745000000.0,702000000.0,2605000000.0,10946000000.0,0.0,26612000000.0,0.6540625408870863,10946000000.0,0.41131820231474525
NVDA,2022-05-01,quarterly,2022-05-27,False,8288000000.0,2857000000.0,5431000000.0,1618000000.0,,0.065,0.064,1618000000.0,1731000000.0,2612000000.0,-2446000000.0,1897000000.0,3163000000.0,10947000000.0,,26320000000.0,0.655284749034749,10947000000.0,0.415919452887538
NVDA,2022-07-31,quarterly,2022-08-31,True,6704000000.0,3789000000.0,2915000000.0,1824000000.0,,0.026000000000000002,0.026000000000000002,656000000.0,1270000000.0,1618000000.0,-3762000000.0,-874000000.0,3889000000.0,9700000000.0,1249000000.0,23851000000.0,0.4348150357995227,10949000000.0,0.459058320405853
NVDA,2022-10-30,quarterly,2022-11-18,True,5931000000.0,2754000000.0,3177000000.0,1945000000.0,,0.027000000000000003,0.027000000000000003,680000000.0,392000000.0,3148000000.0,-3753000000.0,-213000000.0,4454000000.0,9701000000.0,1249000000.0,21349000000.0,0.5356600910470409,10950000000.0,0.5129045856948803
NVDA,2023-01-29,quarterly,2024-02-21,True,6051000000.0,2218000000.0,3833000000.0,1952000000.0,509000000.0,0.057999999999999996,0.056999999999999995,1414000000.0,2248000000.0,-3000000.0,-1656000000.0,589000000.0,5159000000.0,9703000000.0,1250000000.0,22101000000.0,0.6334490166914559,10953000000.0,0.4955884349124474
NVDA,2023-04-30,quarterly,2024-05-29,False,7192000000.0,2544000000.0,4648000000.0,1875000000.0,248000000.0,0.08299999999999999,0.08199999999999999,2043000000.0,2911000000.0,-841000000.0,-380000000.0,1690000000.0,4611000000.0,9704000000.0,1250000000.0,24520000000.0,0.646273637374861,10954000000.0,0.4467373572593801
NVDA,2023-07-30,quarterly,2024-08-28,True,13507000000.0,4045000000.0,9462000000.0,2040000000.0,289000000.0,0.25,0.248,6188000000.0,6348000000.0,-446000000.0,-5099000000.0,803000000.0,4319000000.0,8456000000.0,1249000000.0,27501000000.0,0.7005256533649219,9705000000.0,0.35289625831787935
NVDA,2023-10-29,quarterly,2024-08-28,True,18120000000.0,4720000000.0,13400000000.0,2294000000.0,278000000.0,0.375,0.371,9243000000.0,7332000000.0,-3170000000.0,-4525000000.0,-363000000.0,4779000000.0,8457000000.0,1249000000.0,33265000000.0,0.739514348785872,9706000000.0,0.2917781451976552
NVDA,2024-01-28,quarterly,2024-02-21,True,22103000000.0,5312000000.0,16791000000.0,2465000000.0,254000000.0,0.498,0.4920000000000001,12285000000.0,11499000000.0,-6109000000.0,-3629000000.0,1761000000.0,5282000000.0,8459000000.0,1250000000.0,42978000000.0,0.759670632945754,9709000000.0,0.22590627763041557
NVDA,2024-04-28,quarterly,2024-05-29,False,26044000000.0,5638000000.0,20406000000.0,2720000000.0,369000000.0,0.604,0.5980000000000001,14881000000.0,15345000000.0,-5693000000.0,-9345000000.0,307000000.0,5864000000.0,8460000000.0,1250000000.0,49142000000.0,0.7835201965903855,9710000000.0,0.19759065565097067
NVDA,2024-07-28,quarterly,2024-08-28,True,30040000000.0,7466000000.0,22574000000.0,3090000000.0,977000000.0,0.68,0.67,16599000000.0,14488000000.0,-3184000000.0,-10320000000.0,984000000.0,6675000000.0,8461000000.0,0.0,58157000000.0,0.7514647137150466,8461000000.0,0.14548549615695444
NVDA,2024-10-27,quarterly,2024-11-20,True,35082000000.0,8926000000.0,26156000000.0,3390000000.0,813000000.0,0.79,0.78,19309000000.0,17627000000.0,-4346000000.0,-12745000000.0,536000000.0,7654000000.0,8462000000.0,0.0,65899000000.0,0.7455675275069836,8462000000.0,0.12840862532056632
NVDA,2025-01-26,quarterly,2025-02-26,True,39331000000.0,10608000000.0,28723000000.0,3714000000.0,1077000000.0,0.9000000000000004,0.8999999999999999,22091000000.0,16629000000.0,-7198000000.0,-9949000000.0,-518000000.0,10080000000.0,8463000000.0,0.0,79327000000.0,0.7302890849457171,8463000000.0,0.10668498745698186
NVDA,2025-04-27,quarterly,2025-05-28,False,44062000000.0,17394000000.0,26668000000.0,3989000000.0,1227000000.0,0.77,0.76,18775000000.0,27414000000.0,-5216000000.0,-15553000000.0,6645000000.0,11333000000.0,8464000000.0,,83843000000.0,0.6052380736235304,8464000000.0,0.10095058621471083
NVDA,2025-07-27,quarterly,2025-08-27,True,46743000000.0,12890000000.0,33853000000.0,4291000000.0,1895000000.0,1.08,1.08,26422000000.0,15365000000.0,-7127000000.0,-11833000000.0,-3595000000.0,14962000000.0,8466000000.0,,100131000000.0,0.724236784117408,8466000000.0,0.08454924049495162
NVDA,2025-10-26,quarterly,2025-11-19,True,57006000000.0,15157000000.0,41849000000.0,4705000000.0,1636000000.0,1.31,1.3,31910000000.0,23751000000.0,-9024000000.0,-14880000000.0,-153000000.0,19784000000.0,7468000000.0,999000000.0,118897000000.0,0.7341157071185489,8467000000.0,0.07121289855925718
NVDA,2026-01-25,quarterly,2026-02-25,True,68127000000.0,17034000000.0,51093000000.0,5512000000.0,1284000000.0,1.7699999999999996,1.7600000000000002,42960000000.0,36188000000.0,-30861000000.0,-6208000000.0,-881000000.0,21403000000.0,7469000000.0,999000000.0,157293000000.0,0.7499669734466511,8468000000.0,0.05383583503398117
NVDA,2026-04-26,quarterly,2026-05-20,False,81615000000.0,20458000000.0,61157000000.0,6321000000.0,1757000000.0,2.4,2.39,58321000000.0,50344000000.0,-26429000000.0,-21283000000.0,2632000000.0,25797000000.0,7470000000.0,1000000000.0,195474000000.0,0.749335293757275,8470000000.0,0.04333057081760234
NVDA,2015-01-25,annual,2015-03-12,False,4681507000.0,2082030000.0,2599477000.0,1359725000.0,,0.028499999999999998,0.028000000000000004,630587000.0,905656000.0,-727048000.0,-833541000.0,-654933000.0,482893000.0,1384342000.0,,4417982000.0,0.5552650033418726,1384342000.0,0.31334260755249793
NVDA,2016-01-31,annual,2016-03-17,False,5010000000.0,2199000000.0,2811000000.0,1331000000.0,,0.028249999999999997,0.027000000000000003,614000000.0,1175000000.0,-400000000.0,-676000000.0,99000000.0,418000000.0,1413000000.0,,4469000000.0,0.5610778443113772,1413000000.0,0.3161781159095995
NVDA,2017-01-29,annual,2017-03-01,False,6910000000.0,2847000000.0,4063000000.0,1463000000.0,,0.077,0.06425,1666000000.0,1672000000.0,-793000000.0,291000000.0,1170000000.0,794000000.0,1983000000.0,,5762000000.0,0.5879884225759768,1983000000.0,0.3441513363415481
NVDA,2018-01-28,annual,2018-02-28,False,9714000000.0,3892000000.0,5822000000.0,1797000000.0,,0.12725,0.12050000000000001,3047000000.0,3502000000.0,1278000000.0,-2544000000.0,2236000000.0,796000000.0,1985000000.0,,7471000000.0,0.5993411570928556,1985000000.0,0.26569401686521216
NVDA,2019-01-27,annual,2019-02-21,False,11716000000.0,4545000000.0,7171000000.0,2376000000.0,,0.17024999999999998,0.16575,4141000000.0,3743000000.0,-4097000000.0,-2866000000.0,-3220000000.0,1575000000.0,1988000000.0,,9342000000.0,0.6120689655172413,1988000000.0,0.21280239777349605
NVDA,2020-01-26,annual,2020-11-18,False,10918000000.0,4150000000.0,6768000000.0,2829000000.0,,0.11474999999999999,0.11299999999999999,2796000000.0,4761000000.0,6145000000.0,-792000000.0,10114000000.0,979000000.0,1991000000.0,0.0,12204000000.0,0.619893753434695,1991000000.0,0.16314323172730252
NVDA,2021-01-31,annual,2021-02-26,False,16675000000.0,6279000000.0,10396000000.0,3924000000.0,,0.1755,0.17250000000000001,4332000000.0,5822000000.0,-19675000000.0,3804000000.0,-10049000000.0,1826000000.0,5964000000.0,999000000.0,16893000000.0,0.623448275862069,6963000000.0,0.41218256082400995
NVDA,2022-01-30,annual,2024-02-21,False,26914000000.0,9439000000.0,17475000000.0,5268000000.0,976000000.0,0.391,0.385,9752000000.0,9108000000.0,-9830000000.0,1865000000.0,1143000000.0,2605000000.0,10946000000.0,0.0,26612000000.0,0.6492903321691313,10946000000.0,0.41131820231474525
NVDA,2023-01-29,annual,2024-02-21,False,26974000000.0,11618000000.0,15356000000.0,7339000000.0,1833000000.0,0.176,0.174,4368000000.0,5641000000.0,7375000000.0,-11617000000.0,1399000000.0,5159000000.0,9703000000.0,1250000000.0,22101000000.0,0.5692889449099132,10953000000.0,0.4955884349124474
NVDA,2024-01-28,annual,2024-02-21,False,60922000000.0,16621000000.0,44301000000.0,8675000000.0,1069000000.0,1.205,1.193,29760000000.0,28090000000.0,-10566000000.0,-13633000000.0,3891000000.0,5282000000.0,8459000000.0,1250000000.0,42978000000.0,0.7271757329043695,9709000000.0,0.22590627763041557
NVDA,2025-01-26,annual,2025-02-26,False,130497000000.0,32639000000.0,97858000000.0,12914000000.0,3236000000.0,2.97,2.94,72880000000.0,64089000000.0,-20421000000.0,-42359000000.0,1309000000.0,10080000000.0,8463000000.0,0.0,79327000000.0,0.7498869705816992,8463000000.0,0.10668498745698186
NVDA,2026-01-25,annual,2026-02-25,False,215938000000.0,62475000000.0,153463000000.0,18497000000.0,6042000000.0,4.93,4.9,120067000000.0,102718000000.0,-52228000000.0,-48474000000.0,2016000000.0,21403000000.0,7469000000.0,999000000.0,157293000000.0,0.7106808435754708,8468000000.0,0.05383583503398117
AMD,2015-03-28,quarterly,2015-04-29,False,1030000000.0,704000000.0,326000000.0,242000000.0,22000000.0,-0.23,-0.23,-180000000.0,-173000000.0,-15000000.0,60000000.0,-128000000.0,688000000.0,2025000000.0,235000000.0,17000000.0,0.31650485436893205,2260000000.0,132.94117647058823
AMD,2015-06-27,quarterly,2015-07-30,True,942000000.0,710000000.0,232000000.0,235000000.0,17000000.0,-0.23,-0.23,-181000000.0,-58000000.0,211000000.0,-1000000.0,152000000.0,799000000.0,2025000000.0,235000000.0,-141000000.0,0.24628450106157113,2260000000.0,-16.02836879432624
AMD,2015-09-26,quarterly,2015-11-03,True,1061000000.0,822000000.0,239000000.0,241000000.0,25000000.0,-0.25,-0.25,-197000000.0,-59000000.0,-17000000.0,2000000.0,-74000000.0,761000000.0,2025000000.0,230000000.0,-336000000.0,0.22525918944392084,2255000000.0,-6.711309523809524
AMD,2015-12-26,quarterly,2016-02-18,True,958000000.0,675000000.0,283000000.0,229000000.0,32000000.0,-0.13,-0.13,-102000000.0,64000000.0,-32000000.0,-2000000.0,30000000.0,678000000.0,2025000000.0,230000000.0,-412000000.0,0.2954070981210856,2255000000.0,-5.473300970873787
AMD,2016-03-26,quarterly,2016-04-28,False,832000000.0,563000000.0,269000000.0,242000000.0,26000000.0,-0.14,-0.14,-109000000.0,-42000000.0,-26000000.0,-1000000.0,-69000000.0,675000000.0,2002000000.0,230000000.0,-503000000.0,0.3233173076923077,2232000000.0,-4.437375745526839
AMD,2016-06-25,quarterly,2016-07-26,True,1027000000.0,708000000.0,319000000.0,243000000.0,21000000.0,0.09,0.08,69000000.0,-85000000.0,329000000.0,-3000000.0,241000000.0,743000000.0,2002000000.0,226000000.0,-413000000.0,0.31061343719571566,2228000000.0,-5.394673123486683
AMD,2016-09-24,quarterly,2016-10-26,True,1307000000.0,1248000000.0,59000000.0,259000000.0,9000000.0,-0.5,-0.5,-406000000.0,29000000.0,-10000000.0,282000000.0,301000000.0,772000000.0,1630000000.0,0.0,385000000.0,0.045141545524101,1630000000.0,4.233766233766234
AMD,2016-12-31,quarterly,2018-02-27,True,1106000000.0,755000000.0,351000000.0,264000000.0,21000000.0,-0.06,-0.06,-51000000.0,188000000.0,-26000000.0,-156000000.0,6000000.0,751000000.0,1435000000.0,0.0,416000000.0,0.31735985533453887,1435000000.0,3.449519230769231
AMD,2017-04-01,quarterly,2017-05-08,False,984000000.0,653000000.0,331000000.0,266000000.0,23000000.0,-0.08,-0.08,-73000000.0,-299000000.0,-246000000.0,3000000.0,-542000000.0,839000000.0,1408000000.0,,409000000.0,0.3363821138211382,1408000000.0,3.4425427872860634
AMD,2017-07-01,quarterly,2017-08-03,True,1222000000.0,818000000.0,404000000.0,279000000.0,12000000.0,-0.02,-0.02,-16000000.0,-82000000.0,124000000.0,-4000000.0,38000000.0,833000000.0,1375000000.0,42000000.0,417000000.0,0.33060556464811786,1417000000.0,3.3980815347721824
AMD,2017-09-30,quarterly,2017-11-02,True,1643000000.0,1070000000.0,573000000.0,315000000.0,34000000.0,0.07,0.07,71000000.0,66000000.0,51000000.0,2000000.0,119000000.0,794000000.0,1356000000.0,70000000.0,520000000.0,0.3487522824102252,1426000000.0,2.7423076923076923
AMD,2017-12-30,quarterly,2018-05-03,True,1480000000.0,965000000.0,515000000.0,300000000.0,44000000.0,0.06,0.06,61000000.0,383000000.0,-43000000.0,-34000000.0,306000000.0,739000000.0,1325000000.0,70000000.0,611000000.0,0.34797297297297297,1395000000.0,2.283142389525368
AMD,2018-03-31,quarterly,2018-05-03,False,1647000000.0,1050000000.0,597000000.0,343000000.0,46000000.0,0.08,0.08,81000000.0,-86000000.0,-46000000.0,-8000000.0,-140000000.0,715000000.0,1165000000.0,223000000.0,715000000.0,0.36247723132969034,1388000000.0,1.9412587412587412
AMD,2018-06-30,quarterly,2018-08-02,True,1756000000.0,1104000000.0,652000000.0,357000000.0,43000000.0,0.12,0.11,116000000.0,-45000000.0,-78000000.0,28000000.0,-95000000.0,750000000.0,1170000000.0,223000000.0,879000000.0,0.3712984054669704,1393000000.0,1.5847554038680318
AMD,2018-09-29,quarterly,2018-10-31,True,1653000000.0,992000000.0,661000000.0,363000000.0,33000000.0,0.1,0.09,102000000.0,95000000.0,-8000000.0,8000000.0,95000000.0,738000000.0,1167000000.0,136000000.0,1125000000.0,0.3998790078644888,1303000000.0,1.1582222222222223
