Date,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume
,AMD,AMD,AMD,AMD,AMD,AMD,AMD,AMD
2016-07-01,5.070000171661377,5.070000171661377,0.0,5.139999866485596,5.0,5.090000152587891,0.0,18255900
2016-07-05,4.960000038146973,4.960000038146973,0.0,5.050000190734863,4.880000114440918,5.03000020980835,0.0,16332500
2016-07-06,5.039999961853027,5.039999961853027,0.0,5.110000133514404,4.900000095367432,4.909999847412109,0.0,19392900
2016-07-07,5.019999980926514,5.019999980926514,0.0,5.099999904632568,4.940000057220459,5.070000171661377,0.0,15813800
2016-07-08,5.099999904632568,5.099999904632568,0.0,5.150000095367432,4.820000171661377,4.840000152587891,0.0,28140700
2016-07-11,5.010000228881836,5.010000228881836,0.0,5.190000057220459,5.0,5.130000114440918,0.0,21027900
2016-07-12,5.139999866485596,5.139999866485596,0.0,5.170000076293945,5.010000228881836,5.010000228881836,0.0,20832500
2016-07-13,5.090000152587891,5.090000152587891,0.0,5.190000057220459,5.039999961853027,5.139999866485596,0.0,14032500
2016-07-14,5.170000076293945,5.170000076293945,0.0,5.239999771118164,5.059999942779541,5.150000095367432,0.0,20050100
2016-07-15,5.139999866485596,5.139999866485596,0.0,5.199999809265137,5.099999904632568,5.199999809265137,0.0,14219300
2016-07-18,5.510000228881836,5.510000228881836,0.0,5.570000171661377,5.130000114440918,5.190000057220459,0.0,38619400
2016-07-19,5.409999847412109,5.409999847412109,0.0,5.550000190734863,5.340000152587891,5.5,0.0,23439600
2016-07-20,5.409999847412109,5.409999847412109,0.0,5.5,5.400000095367432,5.480000019073486,0.0,20102400
2016-07-21,5.21999979019165,5.21999979019165,0.0,5.449999809265137,5.099999904632568,5.429999828338623,0.0,40242000
2016-07-22,5.840000152587891,5.840000152587891,0.0,5.96999979019165,5.449999809265137,5.730000019073486,0.0,101838300
2016-07-25,6.699999809265137,6.699999809265137,0.0,6.949999809265137,5.920000076293945,5.929999828338623,0.0,118328600
2016-07-26,6.980000019073486,6.980000019073486,0.0,7.159999847412109,6.710000038146973,6.760000228881836,0.0,81230600
2016-07-27,6.849999904632568,6.849999904632568,0.0,6.980000019073486,6.679999828338623,6.929999828338623,0.0,38567300
2016-07-28,6.820000171661377,6.820000171661377,0.0,6.980000019073486,6.739999771118164,6.789999961853027,0.0,27515600
2016-07-29,6.860000133514404,6.860000133514404,0.0,6.960000038146973,6.75,6.880000114440918,0.0,22580500
2016-08-01,6.639999866485596,6.639999866485596,0.0,6.920000076293945,6.570000171661377,6.889999866485596,0.0,26729000
2016-08-02,6.260000228881836,6.260000228881836,0.0,6.599999904632568,6.150000095367432,6.559999942779541,0.0,40816400
2016-08-03,6.300000190734863,6.300000190734863,0.0,6.449999809265137,6.150000095367432,6.179999828338623,0.0,23807800
2016-08-04,6.46999979019165,6.46999979019165,0.0,6.610000133514404,6.369999885559082,6.389999866485596,0.0,22411000
2016-08-05,6.610000133514404,6.610000133514404,0.0,6.760000228881836,6.46999979019165,6.559999942779541,0.0,20164000
2016-08-08,6.679999828338623,6.679999828338623,0.0,6.849999904632568,6.650000095367432,6.699999809265137,0.0,21462200
2016-08-09,6.599999904632568,6.599999904632568,0.0,6.78000020980835,6.539999961853027,6.75,0.0,16772400
2016-08-10,6.489999771118164,6.489999771118164,0.0,6.579999923706055,6.25,6.349999904632568,0.0,29070700
2016-08-11,6.579999923706055,6.579999923706055,0.0,6.590000152587891,6.460000038146973,6.5,0.0,13240300
2016-08-12,6.730000019073486,6.730000019073486,0.0,6.789999961853027,6.550000190734863,6.599999904632568,0.0,25466400
2016-08-15,6.949999809265137,6.949999809265137,0.0,6.96999979019165,6.78000020980835,6.789999961853027,0.0,28339400
