Date,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume
,AVGO,AVGO,AVGO,AVGO,AVGO,AVGO,AVGO,AVGO
2016-07-01,11.822212219238281,15.42199993133545,0.0,15.586999893188477,15.362000465393066,15.446999549865723,0.0,19779000
2016-07-05,11.556974411010742,15.076000213623047,0.0,15.170999526977539,14.95300006866455,15.157999992370605,0.0,26321000
2016-07-06,11.54700756072998,15.062999725341797,0.0,15.126999855041504,14.715999603271484,14.935999870300293,0.0,20603000
2016-07-07,11.574607849121094,15.098999977111816,0.0,15.300000190734863,15.013999938964844,15.013999938964844,0.0,19248000
2016-07-08,11.892738342285156,15.513999938964844,0.0,15.524999618530273,15.194000244140625,15.265000343322754,0.0,26741000
2016-07-11,12.06291675567627,15.736000061035156,0.0,15.847000122070312,15.628000259399414,15.710000038146973,0.0,25201000
2016-07-12,12.157207489013672,15.859000205993652,0.0,16.090999603271484,15.824999809265137,15.857999801635742,0.0,20306000
2016-07-13,12.066749572753906,15.741000175476074,0.0,16.038000106811523,15.734000205993652,15.890999794006348,0.0,15734000
2016-07-14,12.325855255126953,16.07900047302246,0.0,16.106000900268555,15.88599967956543,15.954999923706055,0.0,23550000
2016-07-15,12.35422134399414,16.115999221801758,0.0,16.156999588012695,15.965999603271484,16.111000061035156,0.0,19259000
2016-07-18,12.443910598754883,16.232999801635742,0.0,16.3700008392334,16.19499969482422,16.242000579833984,0.0,14626000
2016-07-19,12.305927276611328,16.05299949645996,0.0,16.200000762939453,15.979000091552734,16.14699935913086,0.0,14797000
2016-07-20,12.469972610473633,16.267000198364258,0.0,16.37700080871582,16.091999053955078,16.15999984741211,0.0,18064000
2016-07-21,12.29672622680664,16.041000366210938,0.0,16.347999572753906,15.982000350952148,16.301000595092773,0.0,19530000
2016-07-22,12.239997863769531,15.967000007629395,0.0,16.030000686645508,15.668999671936035,15.958999633789062,0.0,19664000
2016-07-25,12.248428344726562,15.977999687194824,0.0,16.06999969482422,15.927000045776367,15.96399974822998,0.0,9627000
2016-07-26,12.528999328613281,16.3439998626709,0.0,16.350000381469727,16.03700065612793,16.141000747680664,0.0,28631000
2016-07-27,12.699182510375977,16.56599998474121,0.0,16.760000228881836,16.270999908447266,16.5939998626709,0.0,30493000
2016-07-28,12.589558601379395,16.42300033569336,0.0,16.69700050354004,16.392000198364258,16.5,0.0,19512000
2016-07-29,12.417081832885742,16.197999954223633,0.0,16.46500015258789,16.110000610351562,16.39299964904785,0.0,26030000
2016-08-01,12.534366607666016,16.35099983215332,0.0,16.38800048828125,16.190000534057617,16.277999877929688,0.0,17876000
2016-08-02,12.48684024810791,16.288999557495117,0.0,16.39900016784668,16.226999282836914,16.309999465942383,0.0,22689000
2016-08-03,12.580360412597656,16.410999298095703,0.0,16.415000915527344,16.128000259399414,16.187999725341797,0.0,15019000
2016-08-04,12.801135063171387,16.698999404907227,0.0,16.700000762939453,16.420000076293945,16.427000045776367,0.0,19978000
2016-08-05,13.04107666015625,17.011999130249023,0.0,17.020000457763672,16.722999572753906,16.795000076293945,0.0,25594000
2016-08-08,12.905388832092285,16.834999084472656,0.0,17.12299919128418,16.785999298095703,17.0,0.0,19084000
2016-08-09,13.12156867980957,17.117000579833984,0.0,17.216999053955078,16.8700008392334,16.893999099731445,0.0,32743000
2016-08-10,13.17369556427002,17.184999465942383,0.0,17.218000411987305,16.983999252319336,17.121999740600586,0.0,19523000
2016-08-11,13.192094802856445,17.208999633789062,0.0,17.31599998474121,17.09000015258789,17.207000732421875,0.0,15745000
2016-08-12,13.221220016479492,17.246999740600586,0.0,17.261999130249023,17.13800048828125,17.21299934387207,0.0,16530000
2016-08-15,13.456563949584961,17.554000854492188,0.0,17.58099937438965,17.25,17.336999893188477,0.0,25807000
2016-08-16,13.215858459472656,17.239999771118164,0.0,17.499000549316406,17.209999084472656,17.481000900268555,0.0,19069000
2016-08-17,13.264147758483887,17.30299949645996,0.0,17.327999114990234,17.176000595092773,17.225000381469727,0.0,16613000
2016-08-18,13.333145141601562,17.39299964904785,0.0,17.417999267578125,17.263999938964844,17.281999588012695,0.0,21120000
2016-08-19,13.409802436828613,17.493000030517578,0.0,17.506000518798828,17.343000411987305,17.417999267578125,0.0,15349000
2016-08-22,13.486458778381348,17.593000411987305,0.0,17.631000518798828,17.4060001373291,17.5,0.0,15393000
2016-08-23,13.5945463180542,17.733999252319336,0.0,17.746999740600586,17.61199951171875,17.672000885009766,0.0,19741000
2016-08-24,13.438164710998535,17.530000686645508,0.0,17.768999099731445,17.437000274658203,17.756999969482422,0.0,21802000
2016-08-25,13.494890213012695,17.604000091552734,0.0,17.714000701904297,17.4689998626709,17.552000045776367,0.0,18735000
2016-08-26,13.580748558044434,17.715999603271484,0.0,17.864999771118164,17.51300048828125,17.683000564575195,0.0,22586000
2016-08-29,13.599146842956543,17.739999771118164,0.0,17.868000030517578,17.690000534057617,17.729999542236328,0.0,16726000
2016-08-30,13.568482398986816,17.700000762939453,0.0,17.941999435424805,17.5939998626709,17.81599998474121,0.0,27838000
2016-08-31,13.524020195007324,17.642000198364258,0.0,17.832000732421875,17.53499984741211,17.709999084472656,0.0,32753000
2016-09-01,13.5753812789917,17.708999633789062,0.0,17.767000198364258,17.48200035095215,17.687999725341797,0.0,39128000
