Model,Candidate,Mean RMSE,Std RMSE,Mean MAE,Mean R2,Mean Directional Accuracy,Mean Fit Seconds,Parameters
Random Forest,5,0.12208456089480649,0.012791346003587304,0.09258619053114793,-0.11212079366588526,0.5523952095808384,37.28897075653076,"{'n_estimators': 500, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_samples': 1.0, 'max_features': 'sqrt', 'max_depth': None}"
Random Forest,1,0.1226222897938782,0.01394991894892289,0.09396197887977878,-0.11831500063371,0.5659181636726547,49.18839807510376,"{'n_estimators': 350, 'min_samples_split': 15, 'min_samples_leaf': 75, 'max_samples': 0.9, 'max_features': 0.5, 'max_depth': None}"
Random Forest,13,0.1229329285825325,0.01289419170198071,0.09344603060262932,-0.12674642770096983,0.560179640718563,44.71250867843628,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.3, 'max_depth': 9}"
Random Forest,14,0.12310218157086358,0.013635674548618573,0.09381880203246391,-0.12807479437386693,0.5748003992015968,69.25955386161804,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.7, 'max_depth': 7}"
Random Forest,29,0.12399370999599738,0.013818314331947969,0.09436423672381002,-0.14571708867353433,0.5692115768463074,48.0456120967865,"{'n_estimators': 350, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_samples': 0.6, 'max_features': 0.5, 'max_depth': 12}"
Random Forest,26,0.12425913851657225,0.014089033743572735,0.09462295343256959,-0.15011703814085736,0.5733532934131736,54.383399677276614,"{'n_estimators': 250, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_samples': 0.7, 'max_features': 0.7, 'max_depth': 12}"
Random Forest,19,0.12449691097659876,0.01442786133454581,0.09496011420998214,-0.15476410219188708,0.5665169660678642,43.039265155792236,"{'n_estimators': 250, 'min_samples_split': 15, 'min_samples_leaf': 12, 'max_samples': 0.7, 'max_features': 0.5, 'max_depth': None}"
Random Forest,15,0.12449712216945827,0.01430800729472987,0.09487498680282852,-0.15393065821817942,0.5722554890219561,106.32111749649047,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': 1.0, 'max_features': 0.7, 'max_depth': 9}"
Random Forest,2,0.12494487316638928,0.016077631087030378,0.09566408237700007,-0.16022842573960344,0.5631736526946108,87.12531700134278,"{'n_estimators': 500, 'min_samples_split': 15, 'min_samples_leaf': 30, 'max_samples': 0.8, 'max_features': 0.7, 'max_depth': 9}"
Random Forest,7,0.12502183042746773,0.016722238985101785,0.09540848092732306,-0.16232507823799783,0.5711077844311377,18.29451541900635,"{'n_estimators': 150, 'min_samples_split': 5, 'min_samples_leaf': 12, 'max_samples': 0.6, 'max_features': 0.7, 'max_depth': 7}"
Random Forest,16,0.1252541493355373,0.012322365687596646,0.09672159891290746,-0.16871887319863213,0.5750499001996008,64.14976415634155,"{'n_estimators': 350, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_samples': 1.0, 'max_features': 1.0, 'max_depth': 5}"
Random Forest,30,0.12537623943238607,0.013838464869574978,0.09568971845869727,-0.1720230400472445,0.5702594810379241,87.43935337066651,"{'n_estimators': 250, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_samples': 0.9, 'max_features': 0.7, 'max_depth': None}"
Random Forest,6,0.1258711591307157,0.012209181792584607,0.09718296411778087,-0.18247974534280825,0.5765968063872255,26.089146184921265,"{'n_estimators': 150, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_samples': 0.6, 'max_features': 1.0, 'max_depth': 7}"
Random Forest,25,0.12696506277720862,0.011361867359671091,0.09804846983271025,-0.20354525899606143,0.5794411177644709,188.91517820358277,"{'n_estimators': 500, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_samples': 1.0, 'max_features': 1.0, 'max_depth': 12}"
XGBoost,20,0.12071649826845166,0.012242227002890323,0.09215676487569982,-0.08610903239718733,0.5710578842315369,2.28371000289917,"{'subsample': 0.6, 'reg_lambda': 0.5, 'n_estimators': 250, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 0.8}"
XGBoost,1,0.12083525935112752,0.01076480180990833,0.09261099549622005,-0.08980948273607336,0.552245508982036,1.3043923854827881,"{'subsample': 0.9, 'reg_lambda': 5.0, 'n_estimators': 250, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0.2, 'colsample_bytree': 1.0}"
XGBoost,4,0.121617660656357,0.008713157626868797,0.09266607996200829,-0.10647152742333618,0.5524451097804391,7.734396743774414,"{'subsample': 1.0, 'reg_lambda': 2.0, 'n_estimators': 150, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.0, 'colsample_bytree': 1.0}"
XGBoost,7,0.12189430003596131,0.013848372657986401,0.093398724933512,-0.10605597358987377,0.5569860279441118,0.9199257850646972,"{'subsample': 0.6, 'reg_lambda': 0.5, 'n_estimators': 250, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 0.0, 'colsample_bytree': 0.9}"
XGBoost,14,0.12193772986865459,0.009245900228127204,0.09323920111093371,-0.11235708558291102,0.5553393213572855,1.0568257808685302,"{'subsample': 1.0, 'reg_lambda': 0.5, 'n_estimators': 150, 'min_child_weight': 8, 'max_depth': 8, 'learning_rate': 0.05, 'gamma': 0.2, 'colsample_bytree': 1.0}"
XGBoost,24,0.12203585875022635,0.013456526295091644,0.0933413453324471,-0.1098779044896269,0.5645708582834331,2.691447353363037,"{'subsample': 0.6, 'reg_lambda': 1.0, 'n_estimators': 350, 'min_child_weight': 8, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 0.8}"
XGBoost,6,0.12220072621255022,0.010227150812838282,0.09310472862700384,-0.115578025930734,0.5589321357285428,6.746609783172607,"{'subsample': 0.9, 'reg_lambda': 1.0, 'n_estimators': 250, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.05, 'colsample_bytree': 1.0}"
XGBoost,5,0.12253087147404136,0.01037437431848446,0.09353077665330685,-0.12241078259558683,0.5608283433133733,1.991461944580078,"{'subsample': 1.0, 'reg_lambda': 5.0, 'n_estimators': 250, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 1.0}"
XGBoost,2,0.12284958362063639,0.015062086830228057,0.094498901484578,-0.12470635485432216,0.561127744510978,1.9982403755187987,"{'subsample': 0.6, 'reg_lambda': 5.0, 'n_estimators': 250, 'min_child_weight': 3, 'max_depth': 8, 'learning_rate': 0.03, 'gamma': 0.1, 'colsample_bytree': 0.6}"
XGBoost,21,0.12292598120522061,0.010341849820561282,0.09375919785384036,-0.13133730779871378,0.5479041916167665,2.758872699737549,"{'subsample': 1.0, 'reg_lambda': 1.0, 'n_estimators': 350, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0.0, 'colsample_bytree': 0.6}"
XGBoost,25,0.12333299341705073,0.014099453101727792,0.09456060570638906,-0.13297943150470734,0.5472055888223553,0.9214344024658203,"{'subsample': 0.8, 'reg_lambda': 5.0, 'n_estimators': 250, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.01, 'gamma': 0.2, 'colsample_bytree': 1.0}"
XGBoost,12,0.12340755039382072,0.012674718239987687,0.0941649369080062,-0.13668158326638374,0.561626746506986,2.2090060710906982,"{'subsample': 0.9, 'reg_lambda': 5.0, 'n_estimators': 350, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.05, 'colsample_bytree': 0.9}"
XGBoost,28,0.12345431160305168,0.012478758398865598,0.09419247361208816,-0.1373078822355345,0.5568862275449102,4.966800832748413,"{'subsample': 0.6, 'reg_lambda': 5.0, 'n_estimators': 500, 'min_child_weight': 8, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0.0, 'colsample_bytree': 1.0}"
XGBoost,26,0.12357370601711311,0.010427641781225681,0.09477412535300471,-0.14381966248876635,0.553443113772455,1.6020688533782959,"{'subsample': 1.0, 'reg_lambda': 1.0, 'n_estimators': 350, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.8}"
XGBoost,3,0.12418093440248376,0.014530468116322833,0.09504008322039345,-0.14989791076732234,0.5511477045908183,3.4439727783203127,"{'subsample': 0.6, 'reg_lambda': 0.5, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0.0, 'colsample_bytree': 0.6}"
XGBoost,18,0.12438965821558397,0.013989065664777256,0.09545750099278175,-0.15531660894197835,0.5546906187624752,1.9888898372650146,"{'subsample': 0.6, 'reg_lambda': 2.0, 'n_estimators': 350, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.03, 'gamma': 0.1, 'colsample_bytree': 0.7}"
XGBoost,8,0.1248969172807843,0.01259914772101357,0.0961918921494273,-0.16367152808111687,0.5458582834331337,1.3704960346221924,"{'subsample': 0.7, 'reg_lambda': 1.0, 'n_estimators': 150, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 0.8}"
XGBoost,29,0.12568279779234595,0.008526121151133452,0.09604020248482684,-0.18738633293216217,0.5404690618762474,1.7134194374084473,"{'subsample': 1.0, 'reg_lambda': 0.5, 'n_estimators': 150, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.03, 'gamma': 0.0, 'colsample_bytree': 1.0}"
XGBoost,15,0.1257165229387021,0.015808442545902527,0.0964533988978861,-0.1777283357928105,0.5586327345309382,1.2959474563598632,"{'subsample': 0.7, 'reg_lambda': 2.0, 'n_estimators': 350, 'min_child_weight': 8, 'max_depth': 5, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 0.7}"
XGBoost,13,0.12627646621693156,0.01375837792451359,0.09663035016699714,-0.19202335584993646,0.5515968063872256,1.129551601409912,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 150, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.05, 'colsample_bytree': 1.0}"
XGBoost,16,0.12630875625144605,0.013804677642329096,0.09689401815235393,-0.1921420826892784,0.5475049900199601,2.476228141784668,"{'subsample': 0.9, 'reg_lambda': 0.5, 'n_estimators': 250, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.03, 'gamma': 0.05, 'colsample_bytree': 0.8}"
XGBoost,30,0.12821170195157314,0.00951424812427934,0.09855193544557518,-0.23595640324693218,0.5549900199600799,13.26032509803772,"{'subsample': 1.0, 'reg_lambda': 0.5, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.9}"
XGBoost,22,0.12822782369729963,0.018212472188860494,0.09826842706506911,-0.22478165836118627,0.5441616766467066,1.4225348472595214,"{'subsample': 0.6, 'reg_lambda': 5.0, 'n_estimators': 350, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 0.05, 'colsample_bytree': 0.8}"
XGBoost,17,0.12872577430724055,0.017388213245467462,0.09942298955292193,-0.2361538500338932,0.5392215568862275,0.6838419914245606,"{'subsample': 0.9, 'reg_lambda': 0.5, 'n_estimators': 250, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.6}"
XGBoost,11,0.1298480406543568,0.011399833579265477,0.09966864365362767,-0.2737073987674601,0.5316367265469062,1.5890716075897218,"{'subsample': 1.0, 'reg_lambda': 2.0, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.05, 'colsample_bytree': 0.7}"
XGBoost,9,0.1318399796608841,0.012553899263927078,0.10130286655551961,-0.3007834490576731,0.5346307385229542,5.531918334960937,"{'subsample': 0.6, 'reg_lambda': 1.0, 'n_estimators': 250, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.6}"
XGBoost,19,0.13235720683405364,0.019124972354776986,0.1018072380825699,-0.31049291590691885,0.5280439121756487,0.7425726890563965,"{'subsample': 0.7, 'reg_lambda': 0.5, 'n_estimators': 250, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.8}"
XGBoost,23,0.13400885618169092,0.02207866730823292,0.10343152617543214,-0.3439557216089438,0.5307884231536926,1.7862983226776123,"{'subsample': 0.6, 'reg_lambda': 5.0, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.05, 'colsample_bytree': 0.8}"
XGBoost,27,0.13668775785226334,0.018923015797189295,0.10537541155009025,-0.39511893881313476,0.5343313373253492,1.0278289318084717,"{'subsample': 0.7, 'reg_lambda': 2.0, 'n_estimators': 250, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.6}"
XGBoost,10,0.13890067378841528,0.0219699754900352,0.1068938163652452,-0.439185332397617,0.5276447105788422,4.336624193191528,"{'subsample': 0.7, 'reg_lambda': 1.0, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.9}"
LightGBM,14,0.11980298467818384,0.0117454435162498,0.0915446709524054,-0.06914932960632665,0.5621756487025948,0.5419446468353272,"{'subsample': 0.7, 'reg_lambda': 5.0, 'num_leaves': 15, 'n_estimators': 150, 'min_child_samples': 10, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 0.8}"
LightGBM,15,0.12059238078091743,0.014352200408236433,0.0927408070170744,-0.08178395095885913,0.5677145708582835,0.60928316116333,"{'subsample': 0.6, 'reg_lambda': 5.0, 'num_leaves': 15, 'n_estimators': 150, 'min_child_samples': 30, 'max_depth': -1, 'learning_rate': 0.01, 'colsample_bytree': 0.8}"
LightGBM,19,0.12176605166681065,0.015322940117151098,0.093523812801762,-0.10325092379646184,0.5701097804391217,1.339641237258911,"{'subsample': 0.7, 'reg_lambda': 1.0, 'num_leaves': 15, 'n_estimators': 250, 'min_child_samples': 20, 'max_depth': 7, 'learning_rate': 0.01, 'colsample_bytree': 0.6}"
LightGBM,4,0.12222480116650125,0.014649053533880034,0.09361926066557669,-0.1114490146180573,0.5684131736526946,1.641684341430664,"{'subsample': 1.0, 'reg_lambda': 2.0, 'num_leaves': 127, 'n_estimators': 150, 'min_child_samples': 50, 'max_depth': 10, 'learning_rate': 0.01, 'colsample_bytree': 0.9}"
LightGBM,18,0.1227038837783377,0.01456922270057607,0.09391720052717722,-0.1213839047883761,0.5720558882235529,1.4070713996887207,"{'subsample': 0.6, 'reg_lambda': 0.0, 'num_leaves': 31, 'n_estimators': 250, 'min_child_samples': 30, 'max_depth': -1, 'learning_rate': 0.01, 'colsample_bytree': 0.8}"
LightGBM,20,0.1241233399070493,0.015530077126811015,0.09502517144739273,-0.14620356585553007,0.565818363273453,2.9300762176513673,"{'subsample': 0.6, 'reg_lambda': 0.5, 'num_leaves': 63, 'n_estimators': 250, 'min_child_samples': 30, 'max_depth': 10, 'learning_rate': 0.01, 'colsample_bytree': 0.9}"
LightGBM,28,0.12434385722240397,0.016797834550517733,0.09553570446866419,-0.15159445958944448,0.5501497005988024,1.2094496726989745,"{'subsample': 0.9, 'reg_lambda': 5.0, 'num_leaves': 15, 'n_estimators': 250, 'min_child_samples': 30, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 1.0}"
LightGBM,16,0.1253422942451302,0.01633146757388497,0.0962042556730405,-0.17117875656107578,0.5612275449101797,4.9569343566894535,"{'subsample': 1.0, 'reg_lambda': 2.0, 'num_leaves': 63, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': -1, 'learning_rate': 0.01, 'colsample_bytree': 0.6}"
LightGBM,29,0.12578709538821461,0.019060106347566053,0.09636834352366763,-0.17930983816729906,0.5620758483033932,0.7240673065185547,"{'subsample': 0.8, 'reg_lambda': 5.0, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 30, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 0.6}"
LightGBM,23,0.1257936804037381,0.018286706317722667,0.0966964861079581,-0.1804642433704849,0.5502994011976048,0.7605438232421875,"{'subsample': 0.9, 'reg_lambda': 0.5, 'num_leaves': 15, 'n_estimators': 350, 'min_child_samples': 30, 'max_depth': 3, 'learning_rate': 0.01, 'colsample_bytree': 1.0}"
LightGBM,7,0.1279696415893344,0.013124961155610643,0.09782648845470612,-0.22400984028325563,0.5402195608782435,1.5904626369476318,"{'subsample': 0.7, 'reg_lambda': 1.0, 'num_leaves': 127, 'n_estimators': 150, 'min_child_samples': 20, 'max_depth': 10, 'learning_rate': 0.05, 'colsample_bytree': 0.7}"
LightGBM,3,0.12821901581473472,0.015189911580593534,0.09767817693370147,-0.22763098631845727,0.5447604790419163,2.4839926242828367,"{'subsample': 0.8, 'reg_lambda': 0.5, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': 5, 'learning_rate': 0.01, 'colsample_bytree': 1.0}"
LightGBM,13,0.1284105218185146,0.0166850064588931,0.09878038876923374,-0.22924780034081893,0.5550399201596806,5.84719500541687,"{'subsample': 0.6, 'reg_lambda': 2.0, 'num_leaves': 127, 'n_estimators': 350, 'min_child_samples': 30, 'max_depth': -1, 'learning_rate': 0.03, 'colsample_bytree': 0.7}"
LightGBM,12,0.1289969326812904,0.019002619315888442,0.1002727972415347,-0.24112677397950275,0.5582834331337325,0.9534197807312011,"{'subsample': 0.9, 'reg_lambda': 5.0, 'num_leaves': 15, 'n_estimators': 150, 'min_child_samples': 10, 'max_depth': -1, 'learning_rate': 0.05, 'colsample_bytree': 0.6}"
LightGBM,6,0.12953580901706457,0.016735095109501868,0.09940453190998691,-0.24972456244704064,0.5582335329341317,2.4271035194396973,"{'subsample': 0.9, 'reg_lambda': 2.0, 'num_leaves': 63, 'n_estimators': 350, 'min_child_samples': 50, 'max_depth': 7, 'learning_rate': 0.03, 'colsample_bytree': 0.9}"
LightGBM,9,0.12955777281181705,0.015024716462088963,0.09901793659734191,-0.2525017463980889,0.546756487025948,3.9226802825927733,"{'subsample': 0.9, 'reg_lambda': 5.0, 'num_leaves': 127, 'n_estimators': 350, 'min_child_samples': 30, 'max_depth': 10, 'learning_rate': 0.05, 'colsample_bytree': 0.8}"
LightGBM,8,0.1296388621747485,0.016997078306763485,0.09933399370302314,-0.25125465982811146,0.5520958083832335,2.240827751159668,"{'subsample': 0.8, 'reg_lambda': 1.0, 'num_leaves': 31, 'n_estimators': 250, 'min_child_samples': 50, 'max_depth': -1, 'learning_rate': 0.03, 'colsample_bytree': 1.0}"
LightGBM,5,0.13020201839548082,0.01575896634674096,0.10002773547174997,-0.2630909218817358,0.5527445109780439,3.947785568237305,"{'subsample': 1.0, 'reg_lambda': 0.0, 'num_leaves': 127, 'n_estimators': 350, 'min_child_samples': 50, 'max_depth': 10, 'learning_rate': 0.05, 'colsample_bytree': 0.9}"
LightGBM,10,0.13024798579271124,0.016101641194034486,0.10014151332671548,-0.2653458658974185,0.5555888223552895,3.537237119674683,"{'subsample': 0.8, 'reg_lambda': 0.0, 'num_leaves': 31, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': -1, 'learning_rate': 0.05, 'colsample_bytree': 0.9}"
LightGBM,21,0.13103564958407893,0.01944042754942214,0.10083183420872266,-0.278525392380776,0.5528942115768463,0.8021517276763916,"{'subsample': 0.6, 'reg_lambda': 0.5, 'num_leaves': 15, 'n_estimators': 250, 'min_child_samples': 20, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 0.8}"
LightGBM,25,0.13190796382793182,0.018665031635383182,0.10059608582412786,-0.2981919368981188,0.5468562874251497,0.5200751781463623,"{'subsample': 0.9, 'reg_lambda': 0.0, 'num_leaves': 127, 'n_estimators': 150, 'min_child_samples': 50, 'max_depth': 5, 'learning_rate': 0.05, 'colsample_bytree': 0.8}"
LightGBM,22,0.13262653786907977,0.016487139509002175,0.10225408455586296,-0.3109805278533083,0.5509481037924151,2.388807773590088,"{'subsample': 0.6, 'reg_lambda': 2.0, 'num_leaves': 63, 'n_estimators': 250, 'min_child_samples': 50, 'max_depth': 10, 'learning_rate': 0.1, 'colsample_bytree': 1.0}"
LightGBM,27,0.13294095312929843,0.019054146404753624,0.1021677753719478,-0.31831395771813387,0.5459081836327345,1.6446828842163086,"{'subsample': 0.9, 'reg_lambda': 0.0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 20, 'max_depth': 7, 'learning_rate': 0.05, 'colsample_bytree': 1.0}"
LightGBM,2,0.13294246615124078,0.021398569402144508,0.10222979745259834,-0.3220632932787657,0.5398203592814371,0.41486105918884275,"{'subsample': 0.8, 'reg_lambda': 2.0, 'num_leaves': 63, 'n_estimators': 150, 'min_child_samples': 50, 'max_depth': 3, 'learning_rate': 0.05, 'colsample_bytree': 1.0}"
LightGBM,11,0.1374512563664904,0.015140319354238157,0.10613309767294785,-0.41272225383570565,0.5261976047904191,1.6250296592712403,"{'subsample': 1.0, 'reg_lambda': 5.0, 'num_leaves': 15, 'n_estimators': 500, 'min_child_samples': 50, 'max_depth': 7, 'learning_rate': 0.1, 'colsample_bytree': 0.9}"
LightGBM,17,0.1391273796904353,0.022303174627838554,0.10707490651428284,-0.4521711221304912,0.5333832335329342,1.3519614696502686,"{'subsample': 0.6, 'reg_lambda': 1.0, 'num_leaves': 31, 'n_estimators': 250, 'min_child_samples': 20, 'max_depth': 5, 'learning_rate': 0.1, 'colsample_bytree': 0.7}"
