Model,Candidate,Mean RMSE,Std RMSE,Mean MAE,Mean R2,Mean Directional Accuracy,Mean Fit Seconds,Parameters
XGBoost,5,0.06131831622194746,0.008174458163472158,0.04569523871024713,-0.12870370708725684,0.5362275449101797,0.647154712677002,"{'subsample': 1.0, 'reg_lambda': 5.0, 'n_estimators': 250, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 1.0}"
XGBoost,22,0.0614291121706345,0.0076196501624203735,0.04558605749374622,-0.13152251503977963,0.5324351297405189,0.9359969139099121,"{'subsample': 0.6, 'reg_lambda': 5.0, 'n_estimators': 350, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.03, 'gamma': 0.05, 'colsample_bytree': 0.8}"
XGBoost,19,0.06155327998889489,0.00815690708560838,0.04585334727909801,-0.13407220512903795,0.5334830339321357,0.8198097229003907,"{'subsample': 0.7, 'reg_lambda': 0.5, 'n_estimators': 250, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.8}"
XGBoost,17,0.0618617531881379,0.008429953049696412,0.046179784577962055,-0.15517498481581135,0.5356287425149701,0.5260668754577636,"{'subsample': 0.9, 'reg_lambda': 0.5, 'n_estimators': 250, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.6}"
XGBoost,11,0.061891007730139544,0.007661260942715221,0.04605554504946364,-0.14810756492820393,0.5351297405189621,0.8040290832519531,"{'subsample': 1.0, 'reg_lambda': 2.0, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.05, 'colsample_bytree': 0.7}"
XGBoost,4,0.06217552200798473,0.007345293360330221,0.046248502980233565,-0.15870993246042922,0.5140219560878243,6.3551160335540775,"{'subsample': 1.0, 'reg_lambda': 2.0, 'n_estimators': 150, 'min_child_weight': 1, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.0, 'colsample_bytree': 1.0}"
XGBoost,12,0.06246320021236641,0.008698197226149916,0.04655350238522398,-0.17736380934504906,0.5418163672654689,0.938002634048462,"{'subsample': 0.9, 'reg_lambda': 5.0, 'n_estimators': 350, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.05, 'gamma': 0.05, 'colsample_bytree': 0.9}"
XGBoost,6,0.062496752478811826,0.008760458862395813,0.046666916789091906,-0.17880367408916667,0.5281437125748503,3.1231220722198487,"{'subsample': 0.9, 'reg_lambda': 1.0, 'n_estimators': 250, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.05, 'colsample_bytree': 1.0}"
XGBoost,23,0.06255536972592142,0.008391320116178911,0.04651283049142803,-0.17361055312603088,0.5347305389221557,1.5495219707489014,"{'subsample': 0.6, 'reg_lambda': 5.0, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.05, 'colsample_bytree': 0.8}"
XGBoost,21,0.06262359368758988,0.00770501518504478,0.046554318765682105,-0.17731920939747478,0.5335828343313374,2.6921858310699465,"{'subsample': 1.0, 'reg_lambda': 1.0, 'n_estimators': 350, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0.0, 'colsample_bytree': 0.6}"
XGBoost,13,0.06271804048614608,0.009032903681386576,0.04682939509646738,-0.18850590068929787,0.5336826347305388,1.2836741924285888,"{'subsample': 0.8, 'reg_lambda': 1.0, 'n_estimators': 150, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.05, 'colsample_bytree': 1.0}"
